text,department
I need help because the lights in our classroom keep flickering during lectures since the start of this semester i already reported it but no response yet.,Maintenance & Facilities
I have been facing a problem where power sockets in the classroom are loose and unsafe to use which is causing inconvenience to students and staff; Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
Please look into this issue: the fee challan cannot be generated for the current semester since yesterday. I checked the relevant notice and the information still does not match. I request that this matter be processed without further delay.,Administrative Offices
My complaint is that my student ID card has the wrong program printed on it during the last two classes and I am unable to complete the next step. Please verify the record and update it.,Administrative Offices
"Hi, the result portal shows an incomplete grade even though all work was submitted. I have tried the normal procedure once already, but nothing changed. I would appreciate it if the department could resolve this soon.",Academic
"This is getting difficult because a submitted document is still marked as missing in the administrative record. The issue is not urgent in an emergency sense, but it needs proper attention. Please resolve the discrepancy in the official record.",Administrative Offices
Please look into this issue: the admission office has not updated my verification status which is causing unnecessary delay. Please check the payment or document status and correct it.,Administrative Offices
Could you please check this? the accounts office has not reflected my bank payment for three days now and i am unable to complete the next step; Please check the payment or document status and corect it.,Administrative Offices
I want to report that my submitted assignment is still showing as not submitted since the start of this semester and I am worried it may affect my GPA. Please review the matter before the next academic deadline.,Academic
I have been facing a problem where the elevator in the main block is out of service again since last week which is causing inconvenience to students and staff. Please have the facilities staff check this issue.,Maintenance & Facilities
I need help because a classroom door lock is jammed and the room cannot be secured since yesterday pls fix this soon.,Maintenance & Facilities
This is getting difficult because outgoing messages from my university email are being rejected. Please check the system and resolve the technical issue.,IT Services
Could you please check this? unknown visitors have been entering the hostel without proper checking but there has been no proper response. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"I have already tried to get this sorted, but my attendance percentage is lower than the classes I actually attended. I would appreciate it if the department could resolve this soon.",Academic
"I have already tried to get this sorted, but there has been no electricity in part of the academic block since last week and students are avoiding the room. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
I am having a problem because the assignment grade was entered under the wrong student record after the latest update but the issue is still unresolved; Please look into this because I have not been able to resolve it myself.,Academic
I noticed that my student card renewal request is still pending this is causing alot of trouble.,Administrative Offices
"I need help because the registrar office has not issued a requested official document since the start of this semester. The issue is not urgent in an emergency sense, but it needs proper attention. Please check the payment or document status and correct it.",Administrative Offices
I noticed that the final result shows a different grade from the one announced by the instructor. This is affecting a routine university task that I need to complete. I would appreciate it if the department could resolve this soon.,Academic
Could you please check this? my course section was changed without my request even after I reported it earlier. I checked the relevant notice and the information still does not match. Can someone please confirm the correct status and fix the error?,Academic
I want to report that my midterm marks are missing from the portal during the last two classes this is causing alot of trouble.,Academic
I have been facing a problem where a drainage channel near the department building is overflowing for three days now and students are avoiding the room; Can maintenance please inspect the area and resolve it?,Maintenance & Facilities
The accounts office has not reflected my bank payment since last week but the status has not changed; Kindly ask the relevant office to resolve this issue.,Administrative Offices
My complaint is that the parking area is badly congested because the markings are not visible since last week i already reported it but no response yet.,Maintenance & Facilities
I am having a problem because the registration system says the course is full even though seats were announced after the latest update kindly sort this out.,Academic
My complaint is that several classroom chairs have broken writing arms since last week and temporary fixes have not solved it; This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
I have been facing a problem where the timetable has overlapping lectures for two compulsory courses since last week. Please review the matter before the next academic deadline.,Academic
"I have already tried to get this sorted, but my security deposit refund is still pending after clearance since last week please help, its still not fixed.",Administrative Offices
"I am having a problem because the department server is unreachable from campus computers for three days now please help, its still not fixed.",IT Services
Please look into this issue: the hot water supply stops before the announced timing but there has been no proper response; Please ask the hostel administration to resolve this.,Hostel/Provost Office
I am having a problem because garbage is not being removed regularly from the hostel floor since the start of this semester and the issue has been reported before. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"I have been facing a problem where the parking area is badly congested because the markings are not visible. The issue is not urgent in an emergency sense, but it needs proper attention. Can maintenance please inspect the area and resolve it?",Maintenance & Facilities
"For the past few days, the projector displays a blank screen even though the laptop is connected during the last two classes and I cannot complete my online work; Can the IT team check the account or service configuration?",IT Services
"Hi, a refund approved earlier has still not been transferred after the latest update so I need the administrative record corrected; Please resolve the discrepancy in the official record.",Administrative Offices
I have been facing a problem where the mess food is often cold by the time students are served can u check this please?,Hostel/Provost Office
I am having a problem because the corridor floor tiles are broken and causing people to trip and students are avoiding the room. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
This is getting difficult because clothes left in the hostle laundry area are being mixed up for three days now and several residents are affected. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"For the past few days, my transcript is missing one completed course even after I reported it earlier and I do not know which information to follow. Can someone please confirm the correct status and fix the error?",Academic
"Hi, I was marked absent in a class where I signed the attendance sheet during the last two classes and this is affecting my semester planning; I would appreciate it if the department could resolve this soon.",Academic
"This is getting difficult because the common room furniture is damaged and unusable for three days now. The issue is not urgent in an emergency sense, but it needs proper attention. Can this be addressed by the hostel management soon?",Hostel/Provost Office
I am having a problem because the room window does not close properly and insects enter at night can u check this please?,Hostel/Provost Office
"This is getting difficult because unknown visitors have been entering the hostel without proper checking. The issue is not urgent in an emergency sense, but it needs proper attention. Can this be addressed by the hostel management soon?",Hostel/Provost Office
"I have been facing a problem where uploaded lecture files on the LMS are not opening since the start of this semester. I have tried the normal procedure once already, but nothing changed. Please check the system and resolve the technical issue.",IT Services
This is getting difficult because my quiz marks were not included in the final course total during the last two classes. Please review the matter before the next academic deadline.,Academic
"Hi, the toilet flush in the student washroom is broken since last week. Can maintenance please inspect the area and resolve it?",Maintenance & Facilities
i noticed that the washroom drainage is blocked and water is collecting on the floor even after I reported it earlier which is causing inconvenience to students and staff. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"I want to report that my university account password reset link is not working. I have tried the normal procedure once already, but nothing changed. Kindly have IT support investigate this.",IT Services
My complaint is that my hostel room allocation is still pending even though the semester has started since the start of this semester so I need the provost office to check the matter. Please ask the hostel administration to resolve this.,Hostel/Provost Office
My complaint is that the accounts office asked for the same payment proof multiple times for three days now and the deadline is approaching. Can the administrative office review this and provide the correct status?,Administrative Offices
i am having a problem because the result portal shows an incomplete grade even though all work was submitted kindly sort this out.,Academic
"Hi, my univeristy email isnt receiving messages from official mailing lists and other students in the same area are facing it too. Please troubleshoot this because the usual fixes have not worked.",IT Services
This is getting difficult because the ceiling has damp patches and pieces of plaster are falling and it is especially difficult during afternoon classes; Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
Please look into this issue: my thesis supervisor has not been assigned even though the deadline passed after the latest update. Kindly check this issue and update the academic record.,Academic
"I have already tried to get this sorted, but the corridor floor tiles are broken and causing people to trip during the last two classes. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
"My complaint is that the hostel gate was locked earlier than the official curfew time please help, its still not fixed.",Hostel/Provost Office
I want to report that the campus WiFi connects but there is no internet access pls fix this soon.,IT Services
"Hi, clothes left in the hostel laundry area are being mixed up after the latest update. The issue is not urgent in an emergency sense, but it needs proper attention. Please ask the hostel administration to resolve this.",Hostel/Provost Office
I need help because the mess food is often cold by the time students are served can u check this please?,Hostel/Provost Office
I am having a problem because the biometric attendance device is not recognizing fingerprints which is interrupting classes and assignments. Can the IT team check the account or service configuration?,IT Services
"For the past few days, the study room is being locked during the hours it should be open so I need the provost office to check the matter. Please arrange a proper solution for the affected residents.",Hostel/Provost Office
I have been facing a problem where my roommate was changed without any prior notice and the issue has been reported before. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
"Hi, the university portal is not loading after I sign in and other students in the same area are facing it too. Please restore access as soon as possible.",IT Services
There is an issue with my university record: the registration system says the course is full even though seats were announced since yesterday which may delay my graduation process; I would appreciate it if the department could resolve this soon.,Academic
"I have already tried to get this sorted, but a washroom tap has been leaking continuously since yesterday and students are avoiding the room. This needs to be fixed before it becomes a bigger problem.",Maintenance & Facilities
I am having a problem because the university WiFi keeps disconnecting in the library during the last two classes and other students in the same area are facing it too. I would appreciate a proper technical fix for this issue.,IT Services
There is a serious noise problem from the neighboring hostel room late at night since last week. I checked the relevant notice and the information still does not match. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
"The washroom drainage is blocked and water is collecting on the floor. The issue is not urgent in an emergency sense, but it needs proper attention. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
"I have already tried to get this sorted, but the fee installment approval is not reflected in the system and I have visited the office more than once; I request that this matter be processed without further delay.",Administrative Offices
"I am having a problem because the student parking gate is damaged and difficult to open since last week. I am not sure who else to contact, so I am submitting this complaint. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
Please look into this issue: the classroom projector loses connection every few minutes and I cannot complete my online work. Please check the system and resolve the technical issue.,IT Services
"For the past few days, the accounts office asked for the same payment proof multiple times since yesterday. I am not sure who else to contact, so I am submitting this complaint. Can the administrative office review this and provide the correct status?",Administrative Offices
Please look into this issue: my university email is not receiving messages from official mailing lists. Please check the system and resolve the technical issue.,IT Services
"For the past few days, my university email is not receiving messages from official mailing lists during the last two classes. This is affecting a routine university task that I need to complete. Please restore access as soon as possible.",IT Services
"I have been facing a problem where the stairway lights are not working in the evening please help, its still not fixed.",Maintenance & Facilities
I want to report that the corridor floor tiles are broken and causing people to trip since yesterday. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
I have been facing a problem where my university account password reset link is not working. Kindly have IT support investigate this.,IT Services
I am having a problem because my bonafide certificate request has not been processed since last week and I am unable to complete the next step; Kindly ask the relevant office to resolve this issue.,Administrative Offices
"I have already tried to get this sorted, but there is a serious noise problem from the neighboring hostel room late at night since yesterday. I am not sure who else to contact, so I am submitting this complaint. Please check the hostel record and fix the problem.",Hostel/Provost Office
"For the past few days, the certificate I collected contains a spelling error in the program title since the start of this semester. Please verify the record and update it.",Administrative Offices
"I have already tried to get this sorted, but there is no hot water in the hostel bathrooms in the morning after the latest update which is making it difficult to follow the hostel routine. Please check the hostel record and fix the problem.",Hostel/Provost Office
Garbage is not being removed regularly from the hostel floor since yesterday but there has been no proper response; Please check the hostel record and fix the problem.,Hostel/Provost Office
"For the past few days, my GPA calculation appears incorrect after the latest result since yesterday. I checked the relevant notice and the information still doesnt match. Please look into this because I have not been able to resolve it myself.",Academic
I want to report that the lights in our classroom keep flickering during lectures after the latest update i already reported it but no response yet.,Maintenance & Facilities
I noticed that two-factor authentication codes for the portal arrive too late to use. I would appreciate a proper technical fix for this issue.,IT Services
"There is an issue with my university record: the LMS is not showing one of my registered courses since yesterday. I have tried the normal procedure once already, but nothing changed. Please restore access as soon as possible.",IT Services
There is an issue with my university record: a prerequisite is being shown as incomplete although I passed it since yesterday and I am worried it may affect my GPA. Kindly check this issue and update the academic record.,Academic
I have been facing a problem where my transcript is missing one completed course since the start of this semester but the issue is still unresolved. Please verify the record and correct it.,Academic
"For the past few days, the elevator in the main block is out of service again since last week. Please have the facilities staff check this issue.",Maintenance & Facilities
"Hi, the classroom projector loses connection every few minutes since yesterday kindly sort this out.",IT Services
"Please look into this issue: a drainage channel near the department building is overflowing. I have tried the normal procedure once already, but nothing changed. This needs to be fixed before it becomes a bigger problem.",Maintenance & Facilities
"I have already tried to get this sorted, but the classroom AC is running but not cooling the room since yesterday. I am not sure who else to contact, so I am submitting this complaint. Kindly arrange a repair as soon as possible.",Maintenance & Facilities
Could you please check this? the department server is unreachable from campus computers. Please troubleshoot this because the usual fixes have not worked.,IT Services
"Hi, my security deposit refund is still pending after clearance even after I reported it earlier and I have visited the office more than once. Please check the payment or document status and correct it.",Administrative Offices
I have been facing a problem where the hostel room has a broken cupboard and damaged bed frame since last week and it is causing problems with daily hostel life. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"There is an issue with my university record: i was charged a late fee even though I paid before the deadline please help, its still not fixed.",Administrative Offices
I am having a problem because the online service becomes unavailable during registration hours after the latest update. This is affecting a routine university task that I need to complete. Please restore access as soon as possible.,IT Services
This is getting difficult because the room window does not close properly and insects enter at night since last week. This is affecting a routine university task that I need to complete. I request the provost office to investigate and take action.,Hostel/Provost Office
I need help because the laundry machines have been out of order for several days for three days now and it is becoming frustrating for residents. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"For the past few days, the LMS is not showing one of my registered courses during the last two classes can u check this please?",IT Services
I need help because the washroom drainage is blocked and water is collecting on the floor since yesterday but no repair has been done yet. Can maintenance please inspect the area and resolve it?,Maintenance & Facilities
I have been facing a problem where I was assigned a hostel room that is already occupied even after I reported it earlier. Please arrange a proper solution for the affected residents.,Hostel/Provost Office
"I have already tried to get this sorted, but my course section was changed without my request during the last two classes. The issue is not urgent in an emergency sense, but it needs proper attention. Please verify the record and correct it.",Academic
"I have already tried to get this sorted, but my quiz marks were not included in the final course total for three days now. I am not sure who else to contact, so I am submitting this complaint. Please review the matter before the next academic deadline.",Academic
I noticed that my security deposit refund is still pending after clearance which may affect my registration; Can the administrative office review this and provide the correct status?,Administrative Offices
This is getting difficult because the exam date was changed without a clear notice. Please look into this because I have not been able to resolve it myself.,Academic
The classroom AC is running but not cooling the room since the start of this semester this is causing alot of trouble.,Maintenance & Facilities
There is an issue with my university record: power sockets in the classroom are loose and unsafe to use since last week this is causing alot of trouble.,Maintenance & Facilities
"I noticed that the printer in the student lab is showing an error for every print job. I am not sure who else to contact, so I am submitting this complaint. Kindly have IT support investigate this.",IT Services
"For the past few days, the biometric system records entry but does not update attendance. The issue is not urgent in an emergency sense, but it needs proper attention. Please restore access as soon as possible.",IT Services
Could you please check this? the licensed software on the lab PC says the activation has expired since last week and restarting the device did not help; Kindly have IT support investigate this.,IT Services
I noticed that my university email is not receiving messages from official mailing lists during the last two classes i already reported it but no response yet.,IT Services
This is getting difficult because the timetable shows a room and time that do not match the department notice pls fix this soon.,Academic
There is an issue with my university record: the portal shows an error whenever I try to open my profile since the start of this semester this is causing alot of trouble.,IT Services
I noticed that the classroom projector loses connection every few minutes for three days now pls fix this soon.,IT Services
I noticed that the toilet flush in the student washroom is broken since the start of this semester so the facility needs attention. Can maintenance please inspect the area and resolve it?,Maintenance & Facilities
I noticed that a classroom door lock is jammed and the room cannot be secured during the last two classes can u check this please?,Maintenance & Facilities
I need help because the university portal isnt loading after I sign in during the last two classes. Please restore access as soon as possible.,IT Services
"This is getting difficult because the online service becomes unavailable during registration hours after the latest update. The issue is not urgent in an emergency sense, but it needs proper attention. Kindly have IT support investigate this.",IT Services
"My financial aid application has not moved beyond initial review please help, its still not fixed.",Administrative Offices
There is an issue with my university record: my scholarship amount has not been adjusted in the semester fee during the last two classes. Can the administrative office review this and provide the correct status?,Administrative Offices
I need help because outgoing messages from my university email are being rejected for three days now and it is affecting access to university systems; Please restore access as soon as possible.,IT Services
This is getting difficult because my roommate was changed without any prior notice since the start of this semester which is making it difficult to follow the hostel routine; Please ask the hostel administration to resolve this.,Hostel/Provost Office
I need help because required software is missing from several computers in the lab which is causing delays in my coursework; I would appreciate a proper technical fix for this issue.,IT Services
I noticed that the drinking water cooler is not working even after I reported it earlier. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
"For the past few days, the printer in the student lab is showing an error for every print job i already reported it but no response yet.",IT Services
I have been facing a problem where the biometric system records entry but does not update attendance since the start of this semester. I checked the relevant notice and the information still does not match. Please restore access as soon as possible.,IT Services
I noticed that the lights in our classroom keep flickering during lectures since last week and students are avoiding the room. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"For the past few days, the accounts office says my refund is processed but I have not received it even after I reported it earlier. I checked the relevant notice and the information still doesnt match. I request that this matter be processed without further delay.",Administrative Offices
Could you please check this? the biometric attendance device is not recognizing fingerprints since last week this is causing alot of trouble.,IT Services
I am having a problem because the timetable has overlapping lectures for two compulsory courses since yesterday this is causing alot of trouble.,Academic
I want to report that I was charged a late fee even though I paid before the deadline even after I reported it earlier and the deadline is approaching. I request that this matter be processed without further delay.,Administrative Offices
My complaint is that I received conflicting instructions from the registrar and accounts office since last week which is causing unnecessary delay. Please resolve the discrepancy in the official record.,Administrative Offices
I want to report that the stairway lights are not working in the evening for three days now so the facility needs attention. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
I noticed that the financial aid amount shown is different from the approved amount since the start of this semester but the status has not changed. Please verify the record and update it.,Administrative Offices
This is getting difficult because i am locked out of my university account even after resetting the password after the latest update but the issue still continues. Please check the system and resolve the technical issue.,IT Services
"For the past few days, the hostel mess is serving food much later than the announced timing. I checked the relevant notice and the information still does not match. Please arrange a proper solution for the affected residents.",Hostel/Provost Office
"Hi, the air conditioner is leaking water onto the floor for three days now. Kindly arrange a repair as soon as possible.",Maintenance & Facilities
"I need help because the drinking water cooler is not working during the last two classes. The issue is not urgent in an emergency sense, but it needs proper attention. Can maintenance please inspect the area and resolve it?",Maintenance & Facilities
I am having a problem because my quiz marks were not included in the final course total. This is affecting a routine university task that I need to complete. Can someone please confirm the correct status and fix the error?,Academic
My complaint is that the timetable shows a room and time that do not match the department notice after the latest update kindly sort this out.,Academic
I am having a problem because the washroom drainage is blocked and water is collecting on the floor after the latest update and temporary fixes have not solved it. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
Please look into this issue: a washroom tap has been leaking continuously since yesterday which could become a safety issue. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
The university WiFi keeps disconnecting in the library. Please check the system and resolve the technical issue.,IT Services
I want to report that my hostel room allocation is still pending even though the semester has started and the situation is getting worse. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
I am having a problem because a repeated complaint about hostel room cleanliness has not been addressed but there has been no proper response. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"My complaint is that the transcript shows the wrong credit hours for one subject during the last two classes. The issue is not urgent in an emergency sense, but it needs proper attention. Can someone please confirm the correct status and fix the error?",Academic
There is an issue with my university record: my hostel room allocation is still pending even though the semester has started after the latest update. Please arrange a proper solution for the affected residents.,Hostel/Provost Office
"Hi, my student ID card has the wrong program printed on it. Please resolve the discrepancy in the official record.",Administrative Offices
I need help because the accounts office says my refund is processed but I have not received it which is causing unnecessary delay; Please resolve the discrepancy in the official record.,Administrative Offices
"For the past few days, the corridor floor tiles are broken and causing people to trip since last week. I have tried the normal procedure once already, but nothing changed. Please send the maintenance team to inspect and repair it.",Maintenance & Facilities
"For the past few days, my makeup exam application was approved but no exam schedule has been shared for three days now. I checked the relevant notice and the information still does not match. Please verify the record and correct it.",Academic
I am having a problem because the assignment grade was entered under the wrong student record even after I reported it earlier and the deadline is getting very close. Can someone please confirm the correct status and fix the error?,Academic
I noticed that the university portal is not loading after I sign in since the start of this semester and I cannot complete my online work; Please restore access as soon as possible.,IT Services
There is an issue with my university record: the washroom drainage is blocked and water is collecting on the floor since last week so the facility needs attention; Please have the facilities staff check this issue.,Maintenance & Facilities
Please look into this issue: two of my final exams are scheduled at the same time even after I reported it earlier and this is affecting my semester planning. Please review the matter before the next academic deadline.,Academic
I have been facing a problem where the warden has not responded to repeated requests about a room issue for three days now i already reported it but no response yet.,Hostel/Provost Office
"I have already tried to get this sorted, but my scholarship amount has not been adjusted in the semester fee. I have tried the normal procedure once already, but nothing changed. Please check the payment or document status and correct it.",Administrative Offices
I am having a problem because the scholarship status has remained pending for a long time since the start of this semester. This is affecting a routine university task that I need to complete. Please check the payment or document status and correct it.,Administrative Offices
My roommate was changed without any prior notice after the latest update so the hostel staff need to resolve it. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"For the past few days, my roommate was changed without any prior notice. The issue is not urgent in an emergency sense, but it needs proper attention. I request the provost office to investigate and take action.",Hostel/Provost Office
"Hi, the biometric system records entry but does not update attendance i already reported it but no response yet.",IT Services
I need help because the computer lab PCs are taking a very long time to log in and the problem happens repeatedly. Please check the system and resolve the technical issue.,IT Services
"For the past few days, the main building entrance becomes flooded after rain. The issue is not urgent in an emergency sense, but it needs proper attention. Please have the facilities staff check this issue.",Maintenance & Facilities
My thesis supervisor has not been assigned even though the deadline passed so I need the academic record checked; Kindly check this issue and update the academic record.,Academic
Please look into this issue: my university account password reset link is not working during the last two classes. Please check the system and resolve the technical issue.,IT Services
I have been facing a problem where the main building entrance becomes flooded after rain after the latest update. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
I am having a problem because the registrar office has not issued a requested official document after the latest update but the status has not changed. Can the administrative office review this and provide the correct status?,Administrative Offices
This is getting difficult because my thesis supervisor has not been assigned even though the deadline passed since last week. Kindly check this issue and update the academic record.,Academic
Please look into this issue: the classroom AC is running but not cooling the room after the latest update kindly sort this out.,Maintenance & Facilities
There is an issue with my university record: the classroom projector loses connection every few minutes for three days now kindly sort this out.,IT Services
I want to report that the registration system says the course is full even though seats were announced so I need the academic record checked; Please look into this because I have not been able to resolve it myself.,Academic
This is getting difficult because there is no water in the washrooms on our floor so the facility needs attention; Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
The department server is unreachable from campus computers. Please restore access as soon as possible.,IT Services
I noticed that the hostel entrance security check is not being done consistently. I checked the relevant notice and the information still does not match. Please ask the hostel administration to resolve this.,Hostel/Provost Office
My complaint is that internet speed in the lab is too slow to access course material but the issue still continues. Kindly have IT support investigate this.,IT Services
There is an issue with my university record: the university WiFi keeps disconnecting in the library and restarting the device did not help; Please restore access as soon as possible.,IT Services
I have been facing a problem where there is no water in the washrooms on our floor for three days now. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"Hi, the university WiFi keeps disconnecting in the library during the last two classes. I would appreciate a proper technical fix for this issue.",IT Services
My complaint is that the hostel gate was locked earlier than the official curfew time for three days now which is making it difficult to follow the hostel routine. I request the provost office to investigate and take action.,Hostel/Provost Office
Garbage is not being removed regularly from the hostel floor since the start of this semester but there has been no proper response. I request the provost office to investigate and take action.,Hostel/Provost Office
Please look into this issue: the fee installment approval is not reflected in the system after the latest update. Please check the payment or document status and correct it.,Administrative Offices
"Could you please check this? the room allocation list shows the wrong hostel block for me since last week. I have tried the normal procedure once already, but nothing changed. Please arrange a proper solution for the affected residents.",Hostel/Provost Office
"My complaint is that my attendance percentage is lower than the classes I actually attended for three days now. The issue is not urgent in an emergency sense, but it needs proper attention. I would appreciate it if the department could resolve this soon.",Academic
"Hi, the admission office entered the wrong academic program in my record since yesterday and the deadline is approaching. I request that this matter be processed without further delay.",Administrative Offices
There is an issue with my university record: I was marked absent in a class where I signed the attendance sheet. Please verify the record and correct it.,Academic
I have been facing a problem where the registration system says the course is full even though seats were announced since the start of this semester. This is affecting a routine university task that I need to complete. I would appreciate it if the department could resolve this soon.,Academic
My complaint is that the university portal is not loading after I sign in since yesterday and I cannot complete my online work; I would appreciate a proper technical fix for this issue.,IT Services
"For the past few days, the printer in the student lab is showing an error for every print job even after I reported it earlier. I am not sure who else to contact, so I am submitting this complaint. Kindly have IT support investigate this.",IT Services
"For the past few days, my scholarship amount has not been adjusted in the semester fee. I am not sure who else to contact, so I am submitting this complaint. Can the administrative office review this and provide the correct status?",Administrative Offices
I am having a problem because the hot water supply stops before the announced timing since last week and the issue has been reported before; Can this be addressed by the hostel management soon?,Hostel/Provost Office
"I have already tried to get this sorted, but the fee challan cannot be generated for the current semester since yesterday and I have already submitted the required proof. Please check the payment or document status and correct it.",Administrative Offices
Please look into this issue: the grading rubric was not followed for my project evaluation. Please review the matter before the next academic deadline.,Academic
Please look into this issue: my security deposit refund is still pending after clearance even after I reported it earlier which is causing unnecessary delay. Can the administrative office review this and provide the correct status?,Administrative Offices
Please look into this issue: the printer in the student lab is showing an error for every print job and I cannot complete my online work. Please troubleshoot this because the usual fixes have not worked.,IT Services
"I have already tried to get this sorted, but the hostel corridor has not been cleaned properly for days since the start of this semester and it is becoming frustrating for residents; Please arrange a proper solution for the affected residents.",Hostel/Provost Office
This is getting difficult because the portal shows an error whenever I try to open my profile since the start of this semester so this needs technical support; Please check the system and resolve the technical issue.,IT Services
"Hi, the laundry machines have been out of order for several days since yesterday i already reported it but no response yet.",Hostel/Provost Office
Please look into this issue: my security deposit refund is still pending after clearance since yesterday. Please resolve the discrepancy in the official record.,Administrative Offices
I noticed that the main building entrance becomes flooded after rain even after I reported it earlier. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
The transcript shows the wrong credit hours for one subject even after I reported it earlier. I would appreciate it if the department could resolve this soon.,Academic
"My complaint is that the network printer accepts jobs but does not print anything after the latest update. The issue is not urgent in an emergency sense, but it needs proper attention. I would appreciate a proper technical fix for this issue.",IT Services
My complaint is that the grading rubric was not followed for my project evaluation so I need the academic record checked. Kindly check this issue and update the academic record.,Academic
My complaint is that my transcript is missing one completed course even after I reported it earlier. I would appreciate it if the department could resolve this soon.,Academic
There is an issue with my university record: the student parking gate is damaged and difficult to open since the start of this semester this is causing alot of trouble.,Maintenance & Facilities
I have been facing a problem where the portal shows an error whenever I try to open my profile during the last two classes. I would appreciate a proper technical fix for this issue.,IT Services
Could you please check this? the toilet flush in the student washroom is broken during the last two classes. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"I need help because the scholarship status has remained pending for a long time for three days now. I have tried the normal procedure once already, but nothing changed. Kindly ask the relevant office to resolve this issue.",Administrative Offices
I am having a problem because my roommate was changed without any prior notice this is causing alot of trouble.,Hostel/Provost Office
I am having a problem because my security deposit refund is still pending after clearance. This is affecting a routine university task that I need to complete. Can the administrative office review this and provide the correct status?,Administrative Offices
There is an issue with my university record: the transcript shows the wrong credit hours for one subject kindly sort this out.,Academic
"I noticed that the backup generator did not start during the last power outage even after I reported it earlier. I have tried the normal procedure once already, but nothing changed. Kindly arrange a repair as soon as possible.",Maintenance & Facilities
I want to report that I am locked out of my university account even after resetting the password since the start of this semester this is causing alot of trouble.,IT Services
Please look into this issue: the mess menu is repeatedly changed without notice after the latest update. I checked the relevant notice and the information still does not match. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"For the past few days, the drinking water cooler is not working which is making the area difficult to use; Can maintenance please inspect the area and resolve it?",Maintenance & Facilities
My complaint is that my registered course disappeared after the add/drop period even after I reported it earlier and I am worried it may affect my GPA. Kindly check this issue and update the academic record.,Academic
Could you please check this? the campus WiFi connects but there is no internet access and other students in the same area are facing it too. Can the IT team check the account or service configuration?,IT Services
There is an issue with my university record: garbage is not being removed regularly from the hostel floor after the latest update which is making it difficult to follow the hostel routine. Please ask the hostel administration to resolve this.,Hostel/Provost Office
