text,department
I want to bring this issue to your attention: the makeup exam request is preventing me from completing registration. I have checked the portal more than once and the same problem remains. Please update the record according to the submitted documents.,Academic
my scholarship application was marked incomplete although all listed documents were attached. Please verify the record with the accounts or registrar office. Please correct the record and confirm the updated status.,Administrative Offices
my thesis supervision still shows the old information after correction. I need the corrected recoard for an upcoming academic requirement. I request the department to resolve this as soon as possible.,Academic
"Can u check this, can someone check why the corridor lights is leaking and making the floor wet. It would be better to repair it before the damage increases. plz arrange repair as soon as possible.",Maintenance & Facilities
"I am writing regarding my hostel room allocation requires inspection by hostel staff. The condition has been causing inconvenience for several days. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please ask the hostel administration to resolve it.",Hostel/Provost Office
the thesis progress review has not been approved despite repeated follow-up. Please update the record according to the submitted documents.,Academic
Please check why my student card needs correction in the administrative record. This matter has remained unresolved for several working days. The concerned office is requested to check and complete this matter.,Administrative Offices
Please check why the biometric attendence machine is not detecting the connected device. I have already checked this more than once. Please resolve the technical problem before the deadline.,IT Services
"the LMS account is not detecting the connected device. I already changed the password, but the error remains. Please resolve the technical problem before the deadline.",IT Services
the mess timing has not been repaired despite an earlier request. This is affecting normal hostel routine. I request the Provost Office to look into this matter.,Hostel/Provost Office
the fee correction application was submitted before the deadline but still shows pending.,Administrative Offices
I want to bring this issue to your attention: the hostel security refund was returned without explaining what is missing. Please process the request and correct the record.,Administrative Offices
I am facing an issue because the classroom chairs is not available when it is needed. I have already checked this more than once. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
"Sir please check, i want to report that the lecture desk is creating an uncomfortable environment in the room. The issue becomes worse during afternoon classes. Please resolve the maintenance problem at the earliest.",Maintenance & Facilities
the electrical sockets is producing a strong smell and needs maintenance. Students are facing this problem every day. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
I would like to complain that my university email is not loading the required page. I have already checked this more than once. The IT team is requested to inspect and correct this.,IT Services
"the electrical sockets has exposed wiring that should be inspected. A maintenance complaint was already reported, but the problem remains. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
"I am writing regarding my GPA calculation does not include marks for work that I submitted. I have checked the portal more than once and the same problm remains. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly investigate the discrepancy and make the required correction.",Academic
Could you pls look into this: my portal login does not accept my correct login details. I have already checked this more than once. Please check the account or system and fix the issue.,IT Services
the toilet flush is not available when it is needed. The area is frequently used by students and staff. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
the assignment grade is different from what appears on the departmental notice.,Academic
Can someone check why the washroom plumbing has broken fittings. I request urgent maintenance of this issue.,Maintenance & Facilities
"I want to bring this issue to your attention: the hostel corridor lights has been pending with the hostel office. The issue needs attention before it becomes more serious. I have been trying to get this sorted out, but there has not been a clear resolution yet. I request the Provost Office to look into this matter.",Hostel/Provost Office
I am having trouble because the thesis progress review has been pending for several days. I have already checked this more than once. Please verify the record and correct it.,Academic
I am facing an issue because the migration certificate was marked incomplete although all listed documents were attached. I have already checked this more than once. I request verification and completion of the pending process.,Administrative Offices
"I have a problem, the projector connection is extremely slow during class hours. I need access before the current submission deadline. Please resolve the technical problem before the deadline.",IT Services
Could you please look into this: the fee correction application was entered under the wrong category. I have already checked this more than once. Please correct the record and confirm the updated status.,Administrative Offices
my GPA calculation is preventing me from completing registration. The supporting document was submitted at the department office. Could the concerned office please confirm the correct status?,Academic
There seems to be an issue with the campus network does not send the verification message. I have already checked this more than once. Please check the account or system and fix the issue.,IT Services
Can someone check why the room change request is not available at the stated time. Several residents on the floor are facing the same problem. The concerned hostel staff are requested to take action.,Hostel/Provost Office
I am facing an issue becuase my thesis supervision has not been approved despite repeated follow-up. I already contacted the relevant teacher but the record is unchanged. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please update the record according to the submitted documents.,Academic
"Hi, the course section was entered under the wrong course code. I already contacted the relevant teacher but the record is unchanged. Please verify the record and correct it.",Academic
"Hi, please check why the mess timing has become worse this week. Please ask the hostel administration to resolve it.",Hostel/Provost Office
I need help because the classroom ceiling has not been repaired after an earlier complaint. The facility is currently difficult to use safely. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
"This is getting difficult, my university email is not connected to the campus network. plz check the account or system and fix the issue.",IT Services
"Could you please look into this: the document attestation request has not been issued yet. The delay is creating difficulty with my semester matters. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please correct the record and confirm the updated status.",Administrative Offices
the printing system is preventing me from accessing course material. Other university websites are opening normally. Please check the account or system and fix the issue.,IT Services
"This is getting difficult, can someone check why the hostel gate procedure is not being handled according to the hostel procedure. Please take action and update me about the complaint.",Hostel/Provost Office
Please check why the university WiFi is not syncing with my student account. I have already checked this more than once. Please restore access as soon as possible.,IT Services
my CGPA was not accepted even though I met the deadline.,Academic
I want to report that the admission fee record has been delayed beyond the stated processing time. The required documents and receipt were submitted. I request verification and completion of the pending process.,Administrative Offices
the transcript was not accepted even though I met the deadline.,Academic
"I am facing an issue because the electrical sockets has loose parts that may cause an accident. Students are facing this problem every day. I have been trying to get this sorted out, but there has not been a clear resolution yet. I request urgent maintenance of this issue.",Maintenance & Facilities
"Sir please check, can someone check why my degree verification request is being delayed because the counter staff keep asking me to return later. I have already checked this more than once. The concerned office is requested to check and complete this matter.",Administrative Offices
"the admission fee record is being delayed because the counter staff keep asking me to return later. The delay is creating difficulty with my semester matters. Because the issue is still unresolved, it is now affecting my normal university work. Please process the request and correct the record.",Administrative Offices
Can someone check why the classroom ceiling is creating an uncomfortable environment in the room. The facility is currently difficult to use safely. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the problem and restore the facility.,Maintenance & Facilities
the computer lab software keeps disconnecting during use. Other university websites are opening normally. Kindly check the network or account configuration.,IT Services
Im writing regarding the room cleanliness is not working properly. The condition has been causing inconvenience for several days. Please take action and update me about the complaint.,Hostel/Provost Office
There seems to be an issue with the classroom projector has stopped working after the latest update. Please check whether there is an account or server-side problem. I request technical support for this issue.,IT Services
"I need help because my CGPA is creating a clash with another registered course. I already contacted the relevant teacher but the record is unchanged. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly review this issue and update the academic record.",Academic
the hostel security refund has been delayed beyond the stated processing time.,Administrative Offices
I want to report that the document attestation request contains incorrect student information. I would appreciate a clear status instead of being sent between offices. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly check the application and provide an update.,Administrative Offices
the classroom fan has exposed wiring that should be inspected. It would be better to repair it before the damage increases. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
the practical marks shows a value that does not match the marks announced in class. I already contacted the relevant teacher but the record is unchanged. Please check the matter before it affects my semester further.,Academic
"Can u check this, i want to report that the hostel cleaning schedule is not being handled according to the hostel procedure. I have already submitted a request at the hostel office. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please take action and update me about the complaint.",Hostel/Provost Office
the registrar application was submitted before the deadline but still shows pending.,Administrative Offices
"I want to bring this issue to your attention: the viva schedule has not been shared with students. The department office asked me to wait, but there has been no update. Could the concerned office please confirm the correct status?",Academic
I am facing an issue because the hostel curfew entry hasnt been resolved after repeated reporting. I have already submitted a request at the hostel office. Please resolve this hostel-related problem soon.,Hostel/Provost Office
the classroom windows is leaking and making the floor wet. I request urgent maintenance of this issue.,Maintenance & Facilities
"Sir please check, the room cleanliness was reported to the warden but no action has been taken. The issue needs attention before it becomes more serious. Please handle the matter according to hostel policy.",Hostel/Provost Office
There seems to be an issue with the viva schedule has not been updated even though the instructor confirmed the correction. I have already checked this more than once. Please update the record according to the submitted documents.,Academic
"I want to bring this issue to your attention: the admission fee record contains incorrect student information. The counter staff asked me to check again later, but there is still no progress. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please correct the record and confirm the updated status.",Administrative Offices
"Please help, the fee refund request needs correction in the administrative record. I need the document for another university process. Please check the application and provide an update.",Administrative Offices
I want to report that the room ceiling fan has not been repaired despite an earlier request. The condition has been causing inconvenience for several days. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly have the warden or relevant staff check this issue.,Hostel/Provost Office
"the viva schedule was entered under the wrong course code. This issue is causing difficulty with my current semester planning. Because the issue is still unresolved, it is now affecting my normal university work. Kindly investigate the discrepancy and make the required correction.",Academic
Can someone check why the electrical sockets is damaged and unsafe to use. The issue becomes worse during afternoon classes. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
the hostel corridor lights has become worse this week. Please check the hostel record for my earlier complaint. Please resolve this hostel-related problem soon.,Hostel/Provost Office
There seems to be an issue with the university WiFi keeps disconnecting during use. I need access before the current submission deadline. Kindly ask IT support to resolve this problem.,IT Services
"the hostel water supply has become worse this week. Please check the hostel record for my earlier complaint. Because the issue is still unresolved, it is now affecting my normal university work. Kindly have the warden or relevant staff check this issue.",Hostel/Provost Office
"Hi, the network connection does not send the verification message.",IT Services
There is a problem with the drinking water supply has been out of order for several days. This is especially difficult when the room is full. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
"Sir please check, the common room is not available at the stated time. Please handle the matter according to hostel policy.",Hostel/Provost Office
the viva schedule has not been updated even though the instructor confirmed the correction.,Academic
my hostel room allocation is creating repeated arguments among residents.,Hostel/Provost Office
the makeup exam request is showing the wrong course information. I would appreciate verification from the concerned academic office. pleas verify the record and correct it.,Academic
"the admission document is being delayed because the counter staff keep asking me to return later. The required documents and receipt were submitted. Because the issue is still unresolved, it is now affecting my normal university work. The concerned office is requested to check and complete this matter.",Administrative Offices
I am facing an issue because the building staircase needs urgent cleaning and maintenance. It would be better to repair it before the damage increases. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
"the hostel corridor lights is causing problems for residents every day. The problem is especially difficult during evening hours. Because the issue is still unresolved, it is now affecting my normal university work. Please handle the matter according to hostel policy.",Hostel/Provost Office
"the lab computer is not connected to the campus network. Please check whether there is an account or server-side problem. Because the issue is still unresolved, it is now affecting my normal university work. Please resolve the technical problem before the deadline.",IT Services
"I am facing an issue because the room ceiling fan is not being handled according to the hostel procedure. Several residents on the floor are facing the same problem. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned hostel staff are requested to take action.",Hostel/Provost Office
I would like to complain that the hostel water supply has not been resolved after repeated reporting. I request the Provost Office to look into this matter.,Hostel/Provost Office
"the final exam result is preventing me from completing registration. I would appreciate verification from the concerned academic office. Because the issue is still unresolved, it is now affecting my normal university work. Please verify the record and correct it.",Academic
I am facing an issue becuase the computer lab software is not syncing with my student account. Please check whether there is an account or server-side problem. Please restore access as soon as possible.,IT Services
the projector connection is not detecting the connected device. I reported this earlier to the IT desk but it is still unresolved. Please resolve the technical problem before the deadline.,IT Services
the hostel room lock is not avaiable at the stated time.,Hostel/Provost Office
"Sir please check, i am writing regarding the assignment grade has an incorrect total after the latest update. I would appreciate verification from the concerned academic office. Please verify the record and correct it.",Academic
the hostel room lock has been pending with the hostel office. This is affecting normal hostel routine. Please ask the hostel administration to resolve it.,Hostel/Provost Office
"I have a problem, there is a problem with the thesis progress review is creating a clash with another registered course. I have already checked this more than once. I request the department to resolve this as soon as possible.",Academic
I am having trouble because the official certificate request is being delayed because the counter staff keep asking me to return later. The delay is creating difficulty with my semester matters. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please process the request and correct the record.,Administrative Offices
"my attendance record was not accepted even though I met the deadline. The department office asked me to wait, but there has been no update. Please update the record according to the submitted documents.",Academic
my fee challan contains incorrect student information. The concerned ofice is requested to check and complete this matter.,Administrative Offices
my CGPA has not been approved despite repeated follow-up. I have checked the portal more than once and the same problem remains. Please recheck the entry and let me know once it is fixed.,Academic
the hostel washroom is causing unnecessary difficulty at night.,Hostel/Provost Office
"I have a problem, i want to report that the water cooler has loose parts that may cause an accident. Please arrange repair as soon as possible.",Maintenance & Facilities
"I have a problem, i want to bring this issue to your attention: the email verification link shows a server error repeatedly. The problem started recently and has continued since then. Please resolve the technical problem before the deadline.",IT Services
the campus network has been unavailable since this morning. This is affecting my ability to complete university work. Kindly ask IT support to resolve this problem.,IT Services
"Please help, the network connection is not loading the required page. I tried from more than one device and the problem is the same. Please check the account or system and fix the issue.",IT Services
Can someone check why the lecture room lights is leaking and making the floor wet. This is especially difficult when the room is full. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
I need help because the official certificate request is causing difficulty with another universty process. I request verification and completion of the pending process.,Administrative Offices
the duplicate student card request has been pending without any clear update. The required documents and receipt were submitted. Kindly check the application and provide an update.,Administrative Offices
the classroom chairs is not working properly during class hours. The issue becomes worse during afternoon classes. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
I would like to complain that the classroom chairs has not been repaired after an earlier complaint. The facility is currently difficult to use safely. Please check the problem and restore the facility.,Maintenance & Facilities
Can someone check why the admission status was supposed to be completed earlier but remains unresolved. I have already checked this more than once. The concerned office is requested to check and complete this matter.,Administrative Offices
the LMS account has not been restored after an earlier complaint. I need access before the current submission deadline. Please restore access as soon as possible.,IT Services
"the water cooler keeps stopping and starting. Please send someone to inspect the location. Because the issue is still unresolved, it is now affecting my normal university work. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
I want to bring this issue to your attention: the room change request was reported to the warden but no action has been taken. I have already submitted a request at the hostel office. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please ask the hostel administration to resolve it.,Hostel/Provost Office
"my university email has stopped workng after the latest update. The issue occurs both in the lab and on my own device. Because the issue is still unresolved, it is now affecting my normal university work. Please resolve the technical problem before the deadline.",IT Services
the water cooler is blocked and water is collecting around it. Please check the problem and restore the facility.,Maintenance & Facilities
"Sir please check, my financial aid application has not been approved even after verification.",Administrative Offices
"There seems to be an issue with the viva schedule doesnt reflect the form I submitted on time. The department office asked me to wait, but there has been no update. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly investigate the discrepancy and make the required correction.",Academic
"I have a problem, the bonafide certificate contains incorrect student information. I have already visited the concerned office more than once. Please correct the record and confirm the updated status.",Administrative Offices
the bonafide certificate shows an incorrect amount.,Administrative Offices
"Sir please check, i want to report that the final exam result is different from what appears on the departmental notice. The department office asked me to wait but there has been no update. can the office confirm the correct status?",Academic
"Hi, the duplicate student card request has not been issued yet. The application was submitted within the announced dates. Because the issue is still unresolved, it is now affecting my normal university work. Please resolve the issue without further unnecessary delay.",Administrative Offices
I want to bring this issue to your attention: the official certificate request has no status update despite repeated visits. The application was submitted within the announced dates. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. I request verification and completion of the pending process.,Administrative Offices
the viva schedule has an incorrect total after the latest update. I would appreciate verification from the concerned academic office. Please verify the record and correct it.,Academic
"Can u check this, the projector connection is not connected to the campus network.",IT Services
the exam date sheet was not accepted even though I met the deadline.,Academic
the registrar application is being delayed because the counter staff keep asking me to return later. I have kept a copy of the submitted form and payment receipt. The concerned office is requested to check and complete this matter.,Administrative Offices
I want to bring this issue to your attention: the student portal doesnt send the verification message. I need access before the current submission deadline. Please check the account or system and fix the issue.,IT Services
"Hi, can someone check why the lab computer is not responding at all. I have already checked this more than once. Please restore access as soon as possible.",IT Services
I want to report that my studnet card has been pending without any clear update. I need the document for another university process. The concerned office is requested to check and complete this matter.,Administrative Offices
"Sir please check, can someone check why the hot water facility is not working properly. The warden was informed, but I have not received any update. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned hostel staff are requested to take action.",Hostel/Provost Office
I need help because the lecture desk is making a loud noise throughout lectures. Students are facing this problem every day. Please check the problem and restore the facility.,Maintenance & Facilities
I need help because the computer lab software is not detecting the connected device. I have already checked this more than once. Please check the account or system and fix the issue.,IT Services
"the fee correction application has been delayed beyond the stated processing time. The counter staff asked me to check again later, but there is still no progress. Kindly check the application and provide an update.",Administrative Offices
"This is getting difficult, could you please look into this: my hosel room allocation is causing problems for residents every day. I have already checked this more than once. Please handle the matter according to hostel policy.",Hostel/Provost Office
"the water cooler keeps stopping and starting. A maintenance complaintt was already reported, but the problem remains. Kindly send the maintenance team to inspect and fix it.",Maintenance & Facilities
There is a problem with the electrical sockets has not been repaired after an earlier complaint. I have already checked this more than once. Please inspect the area and take the necessary action.,Maintenance & Facilities
I am writing regarding my midterm marks is preventing me from completing registration. I have checked the portal more than once and the same problem remains. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please update the record according to the submitted documents.,Academic
Could you please look into this: the viva schedule doesnt include marks for work that I submitted. Other students in the same class can see the correct information. Could the concerned office please confirm the correct status?,Academic
"the migration certificate was entered under the wrong category. The delay is creating difficulty with my semester matters. Because the issue is still unresolved, it is now affecting my normal university work. Kindly check the application and provide an update.",Administrative Offices
the official certificate request has no status update despite repeated visits. The delay is creating difficulty with my semester matters. Kindly check the application and provide an update.,Administrative Offices
the document attestation request was submitted before the deadline but still shows pending.,Administrative Offices
the washroom plumbing is leaking and making the floor wet.,Maintenance & Facilities
the final exam result does not include marks for work that I submitted.,Academic
the mess timing is still unresolved after several days. Please take action and update me about the complaint.,Hostel/Provost Office
"the practical marks was not accepted even though I met the deadline. Because of this error, I am unable to proceed with the next academic step. Please update the record according to the submitted documents.",Academic
the hostel cleaning schedule is not working properly. The issue needs attention before it becomes more serious. Please resolve this hostel-related problem soon.,Hostel/Provost Office
I am facing an issue because the exam date sheet was marked absent although I attended the class. I have already checked this more than once. Please check the matter before it affects my semester further.,Academic
my degree verification request was returned without explaining what is missing.,Administrative Offices
the hostel corridor lights is creating an uncomfortable living situation. I request the Provost ofice to look into this matter.,Hostel/Provost Office
I am writing regarding the laboratory ventilation is leaking and making the floor wet. Please send someone to inspect the location. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
"Please help, the university WiFi shows an error whenever I try to submit work. The IT team is requested to inspect and correct this.",IT Services
I want to report that the department printer is not loading the required page. I reported this earlier to the IT desk but it is still unresolved. The IT team is requested to inspect and correct this.,IT Services
the department elevator needs urgent cleaning and maintenance.,Maintenance & Facilities
I want to report that the official certificate request was marked incomplete although all listed documents were attached. I have already checked this more than once. Please correct the record and confirm the updated status.,Administrative Offices
my fee challan is being delayed because the counter staff keep asking me to return later.,Administrative Offices
I want to bring this issue to your attention: the toilet flush has been out of order for several days. I have already checked this more than once. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
Could you please look into this: the water cooler has loose parts that may cause an accident. I request urgent maintenance of this issue.,Maintenance & Facilities
Please check why the hostel water supply is not working properly. I have already checked this more than once. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
the registrar application does not match the payment receipt.,Administrative Offices
"There seems to be an issue with the registrar application is stuck between two administrative offices. The counter staff asked me to check again later, but there is still no progress. Kindly check the application and provide an update.",Administrative Offices
the course section is showing the wrong course information. I submitted the required application before the deadline. Could the concerned office pleas confirm the correct status?,Academic
"This is getting difficult, the hostle WiFi complaint record is not available at the stated time. The warden was informed but I have not received any update. The concerned hostel staff are requested to take action.",Hostel/Provost Office
I am facing an issue because the hostel security desk was reported to the warden but no action has been taken. I have already checked this more than once. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"Sir please check, the toilet flush is causing difficulty for students during lectures. Please inspect the area and take the necessary action.",Maintenance & Facilities
"I want to bring this issue to your attention: the online registration portal fails before the process is completed. The problem started recently and has continued since then. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly check the network or account configuration.",IT Services
I am facing an issue because course registration is creating a clash with another registered course. I have already checked this more than once. Please recheck the entry and let me know once it is fixed.,Academic
the prerequisite approval is still missing from the student record. The supporting document was submited at the department office. I request the department to resolve this as soon as possible.,Academic
I am writing regarding the water cooler is damaged and unsafe to use. The area is frequently used by students and staff. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
"my hostel room allocation has been pending with the hostel office. I have already submitted a request at the hostel office. Because the issue is still unresolved, it is now affecting my normal university work. Please ask the hostel administration to resolve it.",Hostel/Provost Office
the hot water facility is causing problems for residents every day. Several residents on the floor are facing the same problem. Kindly have the warden or relevant staff check this issue.,Hostel/Provost Office
the room cleanliness is still unresolved after several days.,Hostel/Provost Office
"the assignment grade is different from what appears on the departmental notice. I would appreciate verification from the concerned academic office. Because the issue is still unresolved, it is now affecting my normal university work. Kindly review this issue and update the academic record.",Academic
I am writing regarding the official certificate request has been pending without any clear update. I would appreciate a clear status instead of being sent between offices. Kindly review the documents and process the request.,Administrative Offices
"I want to report that my midterm marks does not reflect the form I submitted on time. Because of this error, I am unable to proceed with the next academic step. Could the concerned ofice please confirm the correct status?",Academic
"Sir please check, the lecture room lights is blocked and water is collecting around it. Students are facing this problem every day. Because the issue is still unresolved, it is now affecting my normal university work. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
I am facing an issue because the hostel washroom is creating repeated arguments among residents. I have already checked this more than once. I request the Provost Office to look into this matter.,Hostel/Provost Office
"There is a problem with the hostel water supply is creating hygiene concerns for residents. I informed the hostel staff earlier, but the issue continues. Please take action and update me about the complaint.",Hostel/Provost Office
I need help because the viva schedule was uploaded late and now I cannot complete the next process. I have already checked this more than once. Please verify the record and correct it.,Academic
"I would like to complain that the LMS account has been unavailable since this morning. I already changed the password, but the error remains. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly ask IT support to resolve this problem.",IT Services
I am facing an issue because the printing system shows an error whenever I try to submit work. I have already checked this more than once. I request technical support for this issue.,IT Services
"Could you please look into this: the wter cooler is leaking and making the floor wet. Please send someone to inspect the location. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
"I have a problem, the hostle security desk needs attention from the provost office. The condition has been causing inconvenience for several days. Please have the warden or relevant staff check this issue.",Hostel/Provost Office
the final exam result is different from what appears on the departmental notice. Could the concerned office please confirm the correct status?,Academic
the lab computer hasnt been restored after an earlier complaint. I need access before the current submission deadline. I request technical support for this issue.,IT Services
I need help becuase the laundry area was handled differently from the stated hostel rules. I have already checked this more than once. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
I am having trouble because the classroom chairs is making a loud noise throughout lectures. The area is frequently used by students and staff. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
There is a problem with the lab internet connection shows a server error repeatedly. I have already checked this more than once. The IT team is requested to inspect and correct this.,IT Services
"the assignment grade has not been updated even though the instructor confirmed the correction. This issue is causing difficulty with my current semester planning. Because the issue is still unresolved, it is now affecting my normal university work. Please update the record according to the submitted documents.",Academic
I am writing regarding the room cleanliness is creating an uncomfortable living situation. Several residents on the floor are facing the same problem. Please ask the hostel administration to resolve it.,Hostel/Provost Office
the classroom fan is blocked and water is collecting around it. Please inspect the area and take the necessary action.,Maintenance & Facilities
the projector connection does not accept my correct login details. I need access before the current submission deadline. Please investigate the error and update the service.,IT Services
Please check why my fee challan has not been forwarded to the concerned office. I have already checked this more than once. Please resolve the issue without further unnecessary delay.,Administrative Offices
I want to bring this issue to your attention: the admission fee record has been pending without any clear update. Please process the request and correct the record.,Administrative Offices
"This is getting difficult, i need help because the network connection is showing outdated information. I reported this earlier to the IT desk but it is still unresolved. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please restore access as soon as possible.",IT Services
I am writing regarding the registered credit hours was changed without any explanation. Kindly investigate the discrepancy and make the required correction.,Academic
I need help because the quiz score was uploaded late and now I cannot complete the next process. I need the corrected record for an upcoming academic requirement. I have been trying to get this sorted out but there has not been a clear resolution yet. Kindly review this issue and update the academic record.,Academic
"There seems to be an issue with the document attestation request was supposed to be completed earlier but remains unresolved. The counter staff asked me to check again later, but there is still no progress. The concerned office is requested to check and complete this matter.",Administrative Offices
"the classroom fan has loose parts that may cause an accident. A maintenance complaint was already reported, but the problem remains. I request urgent maintenance of this issue.",Maintenance & Facilities
I want to report that my CGPA was marked absent although I attended the class. I have already checked this more than once. Could the concerned office please confirm the correct status?,Academic
I need help because the corridor lights is producing a strong smell and needs maintenance. I have already checked this more than once. Please inspect the area and take the necessary action.,Maintenance & Facilities
I would like to complain that the water cooler has been out of order for several days. The area is frequently used by students and staff. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
I am writing regarding the thesis progress review was not accepted even though I met the deadline. Please recheck the entry and let me know once it is fixed.,Academic
the mess timing is making it difficult to stay in the room. Please ask the hostel administration to resolve it.,Hostel/Provost Office
the LMS course page works for a few minutes and then goes offline. Please investigate the error and update the service.,IT Services
"Hi, the document attestation request was submitted before the deadline but still shows pending. I request verification and completion of the pending process.",Administrative Offices
"Can u check this, could you please look into this: the room furniture is creating repeated arguments among residents. I informed the hostel staff earlier, but the issue continues. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please ask the hostel administration to resolve it.",Hostel/Provost Office
Could you please look into this: the LMS course page is showing outdated information. I reported this earlier to the IT desk but it is still unresolved. Please investigate the error and update the service.,IT Services
I am writing regarding the room ceiling fan has not been updated in the hostel record. I have already checked this more than once. Please ask the hostel administration to resolve it.,Hostel/Provost Office
There is a problem with the classroom windows has been left unrepaired since last week. The facility is currently difficult to use safely. Please arrange repair as soon as possible.,Maintenance & Facilities
"I want to report that the student portal is not responding at all. I already changed the password, but the error remains. I have been trying to get this sorted out, but there has not been a clear resolution yet. I request technical support for this issue.",IT Services
my portal login is rejecting files that meet the stated requirements. Other university websites are opening normally. Kindly ask IT support to resolve this problem.,IT Services
"I want to bring this issue to your attention: the building staircase is not providing adequate service. Students are facing this problm every day. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
There is a problem with the washroom taps is in poor condition and needs replacement. I have already checked this more than once. Please have this facility repaired or replaced.,Maintenance & Facilities
the classroom ceiling is not providing adequate service.,Maintenance & Facilities
the department printer is not responding at all. The issue occurs both in the lab and on my own device. I request technical support for this issue.,IT Services
