text,department
"Hi, i am facing an issue because the classroom chairs is causing difficulty for students during lectures. I have already checked this more than once. I request urgent maintenance of this issue.",Maintenance & Facilities
"I have a problem, i need help because the semester timetable is still missing from the student record. The department office asked me to wait, but there has been no update. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please review this issue and update the academic record.",Academic
Please check why the hostel corridor lights is creating hygiene concerns for residents. This is affecting normal hostel routine. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please handle the matter according to hostel policy.,Hostel/Provost Office
"the campus network is not connected to the campus network. The issue occurs both in the lab and on my own device. Because the issue is still unresolved, it is now affecting my normal university work. Kindly check the network or account configuration.",IT Services
Could you pls look into this: the fee correction application has been pending without any clear update. The delay is creating difficulty with my semester matters. I request verification and completion of the pending process.,Administrative Offices
"I have a problem, there is a problem with the mess food is not available at the stated time. I informed the hostel staff earlier, but the issue continues. Please take action and update me about the complaint.",Hostel/Provost Office
There is a problem with the hostel room lock is creating repeated arguments among residents. Please take action and update me about the complaint.,Hostel/Provost Office
I want to report that the classroom chairs is not avaiable when it is needed. I have already checked this more than once. Please have this facility repaired or replaced.,Maintenance & Facilities
I am having trouble because the hostel gate procedure needs attention from the provost office. The condition has been causing inconvenience for several days. Please ask the hostel administration to resolve it.,Hostel/Provost Office
my portal login is not responding at all. I reported this earlier to the IT desk but it is still unresolved. Kindly check the network or account configuration.,IT Services
"the biometric attendance machine is extremely slow during class hours. I already changed the password, but the error remains. Kindly ask IT support to resolve this problem.",IT Services
"This is getting difficult, the prerequisite approval was marked absent although I attended the class. The supporting document was submitted at the department office. can the office confirm the correct status?",Academic
"I want to bring this issue to your attention: the projector connection is preventing me from accessing course material. I tried from more than one device and the problem is the same. I have been trying to get this sorted out, but there has not been a clear resolution yet. The IT team is requested to inspect and correct this.",IT Services
I am having trouble because the duplicate student card request needs correction in the administrative record. I have already checked this more than once. Please ask the concerned administrative office to resolve this.,Administrative Offices
Could you please look into this: my student card has not been forwarded to the concerned office. I have already checked this more than once. The concerned office is requested to check and complete this matter.,Administrative Offices
I am facing an issue becuase the LMS account has not been restored after an earlier complaint. Please investigate the error and update the service.,IT Services
"the department elevator is not available when it is needed. A maintenance complaint was already reported, but the problem remains. Please inspect the area and take the necessary action.",Maintenance & Facilities
I am facing an issue because the printing system is extremely slow during class hours. I have already checked this more than once. I request technical support for this issue.,IT Services
There is a problemm with the washroom taps has exposed wiring that should be inspected. Please inspect the area and take the necessary action.,Maintenance & Facilities
There is a problem with the backup generator is not working properly during class hours. It would be better to repair it before the damage increases. Please check the problem and restore the facility.,Maintenance & Facilities
Please check why the electrical sockets is not providing adequate service. The area is frequently used by students and staff. Please check the problem and restore the facility.,Maintenance & Facilities
I want to bring this issue to your attention: my attendance record was changed without any explanation. I have already checked this more than once. I request the department to resolve this as soon as possible.,Academic
There seems to be an issue with my roommate issue was handled differently from the stated hostel rules. I have already checked this more than once. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"the hostel water supply has not been resolved after repeated reporting. I informed the hostel staff earlier, but the issue continues. Because the issue is still unresolved, it is now affecting my normal universty work. Please handle the matter according to hostel policy.",Hostel/Provost Office
I need help because the registrar application has not been issued yet. This matter has remained unresolved for several working days. Please correct the record and confirm the updated status.,Administrative Offices
"I want to bring this issue to your attention: the university WiFi is not loading the required page. I reported this earlier to the IT desk but it is still unresolved. I have been trying to get this sorted out, but there hasnt been a clear resolution yet. Kindly check the network or account configuration.",IT Services
the hostel water supply is creating hygiene concerns for residents.,Hostel/Provost Office
"the thesis progress review was entered under the wrong course code. The department office asked me to wait, but there has been no update. I request the department to resolve this as soon as possible.",Academic
the mess food needs attention from the provost office.,Hostel/Provost Office
"the hostel WiFi complaint record has been pending with the hostel office. The warden was informed, but I have not received any update. Because the issue is still unresolved, it is now affecting my normal university work. Please take action and update me about the complaint.",Hostel/Provost Office
the prerequisite approval is different from what appears on the departmental notice.,Academic
"This is getting difficult, could you please look into this: the result card has not been updated even though the instructor confirmed the correction. The department office asked me to wait, but there has been no update. Please check the matter before it affects my semester further.",Academic
I am having trouble because my scholarship application has not been processed even though the documents were submitted. This matter has remained unresolved for several working days. Kindly check the application and provide an update.,Administrative Offices
"I am writing regarding the practical markss has not been approved despite repeated follow-up. The department office asked me to wait, but there has been no update. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please recheck the entry and let me know once it is fixed.",Academic
the network connection works for a few minutes and then goes offline. Other university websites are opening normally. Kindly check the network or account configuration.,IT Services
"the admission status is stuck between two administrative offices. I need the document for another university process. Because the issue is still unresolved, it is now affecting my normal university work. Please process the request and correct the record.",Administrative Offices
"Sir please check, i need help because my portal login fails before the process is completed. I tried from more than one device and the problem is the same. Please investigate the error and update the service.",IT Services
Please check why the hostel cleaning schedule is not working properly. I have already checked this more than once. Please take action and update me about the complaint.,Hostel/Provost Office
"Sir please check, the hot water facility has not been updated in the hostel record. The concerned hostel staff are requested to take action.",Hostel/Provost Office
There is a problem with the email verification link has been unavailable since this morning. The problem started recently and has continued since then. Kindly check the network or account configuration.,IT Services
the hostel gate procedure is creating hygiene concerns for residents. This is affecting normal hostel routine. pls handle the matter according to hostel policy.,Hostel/Provost Office
Could you please look into this: my scholarship application is not appearing in the official record. I have already visited the concerned office more than once. Please correct the record and confirm the updated status.,Administrative Offices
"Please help, please check why course registration was marked absent although I attended the class. I submitted the required application before the deadline. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please review this issue and update the academic record.",Academic
"the network connection is extremely slow during class hours. This is affecting my ability to complete university work. Because the issue is still unresolved, it is now affecting my normal university work. I request technical support for this issue.",IT Services
the backup generator has loose parts that may cause an accident.,Maintenance & Facilities
I need help because the air conditioner is not providing adequate service. I have already checked this more than once. Please have this facility repaired or replaced.,Maintenance & Facilities
I am facing an issue because my roommate issue is making it difficult to stay in the room. The problem is especially difficult during evening hours. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please take action and update me about the complaint.,Hostel/Provost Office
"Please check why the admission status was submitted before the deadline but still shows pending. I have already visited the concerned office more than once. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly review the documents and process the request.",Administrative Offices
Could you please look into this: the classroom projector has not been restored after an earlier complaint. Other university websites are opening normally. Please check the account or system and fix the issue.,IT Services
"Sir please check, could you please look into this: my roommate issue has become worse this week. This is affecting normal hostle routine. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please inspect the issue and arrange the required solution.",Hostel/Provost Office
"the hostel corridor lights is affecting basic hostel facilities. The warden was informed, but I have not received any update. Please handle the matter according to hostel policy.",Hostel/Provost Office
There is a problem with the password reset service has stopped working after the latest update. Please check the account or system and fix the issue.,IT Services
"Please help, the bonafide certificate was marked incomplete although all listed documents were attached. The required documents and receipt were submitted. Please resolve the issue without further unnecessary delay.",Administrative Offices
"Can u check this, i am having trouble because the hostel washroom has not been repaired despite an earlier request. I have already checked this more than once. The concerned hostel staff are requested to take action.",Hostel/Provost Office
"Sir please check, please check why my university email is showing outdated information. I have already checked this more than once. I request technical support for this issue.",IT Services
the practical marks has not been shared with students. I would appreciate verification from the concerned academic office. Please update the record according to the submitted documents.,Academic
the classroom projector hasnt been restored after an earlier complaint. Kindly check the network or account configuration.,IT Services
Can someone check why the fee refund request shows an incorrect amount. The delay is creating difficulty with my semester matters. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve the issue without further unnecessary delay.,Administrative Offices
"the department printer is rejecting files that meet the stated requirements. I need access before the current submission deadline. Because the issue is still unresolved, it is now affecting my normal university work. Kindly check the network or account configuration.",IT Services
"Sir please check, the hostel WiFi complaint record was reported to the warden but no action has been taken. Please inspect the issue and arrange the required solution.",Hostel/Provost Office
the lecture desk has been out of order for several days.,Maintenance & Facilities
"I want to bring this issue to your attention: my midterm marks is showing the wrong course information. The department office asked me to wait, but there has been no update. Kindly investigate the discrepancy and make the required correction.",Academic
"the hostel washroom is affecting basic hostel facilities. I would like the matter to be handled according to hostel rules. Because the issue is still unresolved, it is now affecting my normal university work. Please ask the hostel administration to resolve it.",Hostel/Provost Office
There seems to be an issue with the hostel washroom is causing problems for residents every day. Please take action and update me about the complaint.,Hostel/Provost Office
the building staircase is blocked and water is collecting around it. Please send someone to inspect the location. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
I am having trouble because the toilet flush has been left unrepaired since last week. I have already checked this more than once. I request urgent maintenance of this issue.,Maintenance & Facilities
"Hi, the LMS account is showing outdated information. I tried from more than one device and the problem is the same. Please resolve the technical problem before the deadline.",IT Services
There is a problem with the course section was not accepted even though I met the deadline. I have already checked this more than once. Could the concerned office please confirm the correct status?,Academic
"Please help, the biometric attendance machine does not recognize my account. Please investigate the error and update the service.",IT Services
"the electrical sockets has loose parts that may cause an accident. A maintenance complaint was already reported, but the problem remains. pleas check the problem and restore the facility.",Maintenance & Facilities
"I have a problem, my clearance form was marked incomplete although all listed documents were attached. I have already visited the concerned office more than once. Please correct the record and confirm the updated status.",Administrative Offices
"This is getting difficult, the hostel washroom is causing problems for residents every day. Please take action and update me about the complaint.",Hostel/Provost Office
"the duplicate student card request needs correction in the administrative record. The counter staff asked me to check again later, but there is still no progress. Because the issue is still unresolved, it is now affecting my normal university work. Kindly review the documents and process the request.",Administrative Offices
Can someone check why the exam date sheet was changed without any explanation. I already contacted the relevant teacher but the record is unchanged. Kindly investigate the discrepancy and make the required correction.,Academic
"Please help, the registered credit hours was entered under the wrong course code. Please review this issue and update the academic record.",Academic
I am having trouble because my financial aid application was supposed to be completed earlier but remains unresolved. I have already checked this more than once. Please process the request and correct the record.,Administrative Offices
"Hi, i want to report that my hostel room allocation is causing problems for residents every day. I have already checked this more than once. I request the Provost offce to look into this matter.",Hostel/Provost Office
the mess food is making it difficult to stay in the room. Please take action and update me about the complaint.,Hostel/Provost Office
I want to report that the hostel curfew entry has been pending with the hostel office. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"I want to bring this issue to your attention: the migration certificate has not been issued yet. The counter staff asked me to check again later, but there is still no progress. Please ask the concerned administrative office to resolve this.",Administrative Offices
Can someone check why the hostel cleaning schedule is causing problems for residents every day. I have already checked this more than once. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"Hi, i am facing an issue because the laboratory ventilation has loose parts that may cause an accident. Students are facing this problem every day. I have been trying to get this sorted out, but there has not been a clear resolution yet. I request urgent maintenance of this issue.",Maintenance & Facilities
the result card was not accepted even though I met the deadline.,Academic
I want to bring this issue to your attention: the registered credit hours shows a value that does not match the marks announced in class. Please verify the record and correct it.,Academic
I want to report that the drainage line has loose parts that may cause an accident. The condition is affecting normal use of the area. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
the hostel cleaning schedule was handled differently from the stated hostel rules. Please handle the matter according to hostel policy.,Hostel/Provost Office
"Sir please check, the registered credit hours was uploaded late and now I cannot complete the next process. I have checked the portal more than once and the same problem remains. Please check the matter before it affects my semester further.",Academic
"I need help because the hot water facility is still unresolved after several days. The condition has been causing inconvenience for several days. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned hostel staff are requested to take action.",Hostel/Provost Office
"I have a problem, the campus network fails before the process is completed. I tried from more than one device and the problem is the same. Please restore access as soon as possible.",IT Services
the classroom ceiling is causing difficulty for students during lectures. Students are facing this problem every day. Please arrange repair as soon as possible.,Maintenance & Facilities
I am writing regarding my clearance form has no status update despite repeated visits. This matter has remained unresolved for several working days. The concerned office is requested to check and complete this matter.,Administrative Offices
the practical marks is showing the wrong course information.,Academic
"This is getting difficult, i would like to complain that the corridor lights has not been repaired after an earlier complaint. It would be better to repair it before the damage increases. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please have this facility repaired or replaced.",Maintenance & Facilities
I need help because the drainage line is overflowing during busy hours. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
"I have a problem, i want to bring this issue to your attention: my GPA calculation has not been shared with students. I have already checked this more than once. Please review this issue and update the academic recrod.",Academic
"I have a problem, the corridor lights has not been repaired after an earlier complaint. This is especially difficult when the room is full. Because the issue is still unresolved, it is now affecting my normal university work. Please send the maintenance team to inspect and fix it.",Maintenance & Facilities
"This is getting difficult, i want to report that the drainage line is leaking and making the floor wet. The issue becomes worse during afternoon classes. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
Can someone check why the room furniture is not available at the stated time. The warden was informed but I have not received any update. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please take action and update me about the complaint.,Hostel/Provost Office
I am writing regarding the scholarship payment is causing difficulty with another university process. Please resolve the issue without further unnecessary delay.,Administrative Offices
"I want to bring this issue to your attention: the room furniture has been pending with the hostel office. I informed the hostel staff earlier, but the issue continues. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please resolve this hostel-related problm soon.",Hostel/Provost Office
I would like to complain that the registered credit hours does not reflect the form I submitted on time. The supporting document was submitted at the department office. Could the concerned office please confirm the correct status?,Academic
I am facing an issue because the hostel washroom is making it difficult to stay in the room. I have already checked this more than once. I request the Provost Office to look into this matter.,Hostel/Provost Office
"There is a problem with the admission document was returned without explaining what is missing. The delay is creating difficulty with my semester matters. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please process the request and correct the record.",Administrative Offices
I want to report that the classroom fan is making a loud noise throughout lectures. I have already checked this more than once. Please have this facility repaired or replaced.,Maintenance & Facilities
I would like to complain that the classroom chairs has not been repaired after an earlier complaint. The condition is affecting normal use of the area. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
I want to bring this issue to your attention: the room ceiling fan is still unresolved after several days. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"Im writing regarding the projector connection is not connected to the campus network. Restarting the device did not solve the issue. I have been trying to get this sorted out, but there has not been a clear resolution yet. pls check the account or system and fix the issue.",IT Services
"Hi, the drainage line has been out of order for several days. The problem is now affecting more than one class. Because the issue is still unresolved, it is now affecting my normal university work. Please check the problem and restore the facility.",Maintenance & Facilities
I want to bring this issue to your attention: the admission document was supposed to be completed earlier but remains unresolved. I have already checked this more than once. Please resolve the issue without further unnecessary delay.,Administrative Offices
There seems to be an issue with the classroom chairs is in poor condition and needs replacement. Please have this facility repaired or replaced.,Maintenance & Facilities
"There seems to be an issue with my clearance form is being delayed because the counter staff keep asking me to return later. The application was submitted within the announced dates. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly review the documents and process the request.",Administrative Offices
I would like to complain that the computer lab software is rejecting files that meet the stated requirements. Kindly check the network or account configuration.,IT Services
I want to report that the toilet flush is causing difficulty for students during lectures. Students are facing this problem every day. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
Could you plz look into this: the lab computer is not loading the required page. Please restore access as soon as possible.,IT Services
"the hostel water supply has not been repaired despite an earlier request. The warden was informed but I have not received any update. Because the issue is still unresolved, it is now affecting my normal university work. Please ask the hostel administration to resolve it.",Hostel/Provost Office
the prerequisite approval is showing the wrong course information. Kindly investigate the discrepancy and make the required correction.,Academic
I would like to complain that my degree verification request doesnt match the payment receipt. I request verification and completion of the pending process.,Administrative Offices
I am facing an issue because my roommate issue has become worse this week. I would like the matter to be handled according to hostel rules. Please resolve this hostel-related problem soon.,Hostel/Provost Office
Please check why the student portal does not send the verification message. I have already checked this more than once. Kindly check the network or account configuration.,IT Services
I want to bring this issue to your attention: the fee correction application is stuck between two administrative offices. I have already checked this more than once. Please process the request and correct the record.,Administrative Offices
Please check why the online registration portal shows an error whenever I try to submit work. I have already checked this more than once. Kindly check the network or account configuration.,IT Services
the classroom projector works for a few minutes and then goes offline. Restarting the device did not solve the issue. Kindly ask IT support to resolve this problem.,IT Services
the viva schedule still shows the old information after correction. Please update the record according to the submitted documents.,Academic
Im having trouble because the hostel security refund needs correction in the administrative record. The application was submited within the announced dates. Please resolve the issue without further unnecessary delay.,Administrative Offices
There is a problem with my financial aid application is causing difficulty with another university process. Please correct the record and confirm the updated status.,Administrative Offices
the water cooler has been left unrepaired since last week. A maintenance complaint was already reported but the problem remains. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
Can someone check why my GPA calculation contains an error that is affecting my semester record. Other students in the same class can see the correct information. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Could the concerned office please confirm the correct status?,Academic
Please check why the final exam result was not accepted even though I met the deadline. Please check the matter before it affects my semester further.,Academic
"This is getting difficult, there is a problem with the fee correction application has not been forwarded to the concerned office. I have already checked this more than once. Please check the application and provide an update.",Administrative Offices
I am writing regarding the wter cooler is creating an uncomfortable environment in the room. The area is frequently used by students and staff. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
I want to report that the backup generator has exposed wiring that should be inspected. The area is frequently used by students and staff. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please inspect the area and take the necessary action.,Maintenance & Facilities
the online registration portal works for a few minutes and then goes offline. I tried from more than one device and the problem is the same. Please resolve the technical problem before the deadline.,IT Services
the migration certificate is not appearing in the official record. Please verify the record with the accounts or registrar office. I request verification and completion of the pending process.,Administrative Offices
There is a problem with the hostel security desk has been pending with the hostel office. I have already checked this more than once. pleas take action and update me about the complaint.,Hostel/Provost Office
I am writing regarding the drainage line is creating an uncomfortable environment in the room. The issue becomes worse during afternoon classes. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the problem and restore the facility.,Maintenance & Facilities
"Hi, i need help because the corridor lights has broken fittings. I have already checked this more than once. Please send the maintenance team to inspect and fix it.",Maintenance & Facilities
Could you please look into this: the fee correction applicaton has been delayed beyond the stated processing time. The application was submitted within the announced dates. Kindly review the documents and process the request.,Administrative Offices
"I am having trouble because the corridor lights has loose parts that may cause an accident. It would be better to repair it before the damage increases. I have been trying to get this sorted out, but there has not been a clear resolution yet. The concerned staff are requested to repair this promptly.",Maintenance & Facilities
"my degree verification request is stuck between two administrative offices. Please verify the record with the accounts or registrar office. Because the issue is still unresolved, it is now affecting my normal university work. Please correct the record and confirm the updated status.",Administrative Offices
"Hi, my financial aid application was entered under the wrong category. The delay is creating difficulty with my semester matters. Please process the request and correct the record.",Administrative Offices
Please check why my hostel room allocation is creating an uncomfortable living situation. This is affecting normal hostel routine. Please ask the hostel administration to resolve it.,Hostel/Provost Office
the classroom windows has broken fittings. The area is frequently used by students and staff. Please check the problem and restore the facility.,Maintenance & Facilities
"Could you please look into this: the common room was handled differently from the stated hostel rules. The warden was informed, but I have not received any update. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve this hostel-related problem soon.",Hostel/Provost Office
"This is getting difficult, i want to bring this issue to your attention: the projector connection has stopped working after the latest update. I need access before the current submission deadline. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please investigate the error and update the service.",IT Services
"Please help, could you please look into this: the lab internet connection has been unavailable since this morning. I already changed the password, but the error remains. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the network or account configuration.",IT Services
"I need help because the university server works for a few minutes and then goes offline. I already changed the password, but the error remains. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve the technical problem before the deadline.",IT Services
"the LMS course page keeps disconnecting during use. This is affecting my ability to complete university work. Because the issue is still unresolved, it is now affecting my normal university work. Please resolve the technical problem before the deadline.",IT Services
Can someone check why the accounts office receipt has no status update despite repeated visits. I have already checked this more than once. Please correct the record and confirm the updated status.,Administrative Offices
Please check why the air conditioner is in poor condition and needs replacement. I have already checked this more than once. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
the printing system is not syncing with my student account.,IT Services
"my attendance record does not include marks for work that I submitted. The department office asked me to wait, but there has been no update. Please recheck the entry and let me know once it is fixed.",Academic
"the parking area needs urgent cleaning and maintenance. The issue becomes worse during afternoon classes. Because the issue is still unresolved, it is now affecting my normal university work. Please have this facility repaired or replaced.",Maintenance & Facilities
"the hostel cleaning schedule is causing problems for residents every day. The warden was informed, but I have not received any update. pleas take action and update me about the complaint.",Hostel/Provost Office
I need help because the water cooler has broken fittings. I have already checked this more than once. Please inspect the area and take the necessary action.,Maintenance & Facilities
Could you please look into this: the hostel corridor lights needs attention from the provost office. I would like the matter to be handled according to hostel rules. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please handle the matter according to hostel policy.,Hostel/Provost Office
my attendance record does not reflect the form I submitted on time. I need the corrected record for an upcoming academic requirement. Please verify the record and correct it.,Academic
"the registered credit hours has not been approved despite repeated follow-up. Other students in the same class can see the correct information. Because the issue is still unresolved, it is now affecting my normal university work. Please verify the record and correct it.",Academic
plz check why the classroom chairs is causing difficulty for students during lectures. Students are facing this problem every day. Please inspect the area and take the necessary action.,Maintenance & Facilities
"There seems to be an issue with my financial aid application has no status update despite repeated visits. The application was submitted within the announced dates. I have been trying to get this sorted out, but there has not been a clear resolution yet. I request verification and completion of the pending process.",Administrative Offices
"This is getting difficult, could you please look into this: the classroom ceiling is leaking and making the floor wet. The issue becomes worse during afternoon classes. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please check the problem and restore the facility.",Maintenance & Facilities
Could you please look into this: my attendance record is still missing from the student record. Other students in the same class can see the correct information. Kindly investigate the discrepancy and make the required correction.,Academic
the fee correction application is not appearing in the official record. pleas verify the record with the accounts or registrar office. Please process the request and correct the record.,Administrative Offices
"I am writing regarding the room change request is still unresolved after several days. The warden was informed, but I have not received any update. Please resolve this hostel-related problem soon.",Hostel/Provost Office
the hostle security refund shows an incorrect amount. The delay is creating difficulty with my semester matters. Kindly check the application and provide an update.,Administrative Offices
I want to report that the scholarship payment was returned without explaining what is missing. The delay is creating difficulty with my semester matters. Kindly check the application and provide an update.,Administrative Offices
my GPA calculation does not include marks for work that I submitted. I already contacted the relevant teacher but the record is unchanged. I request the department to resolve this as soon as possible.,Academic
the university WiFi is not responding at all.,IT Services
Can someone check why the registrar application has been pending without any clear update. The application was submitted within the announced dates. I have been trying to get this sorted out but there has not been a clear resolution yet. Kindly review the documents and process the request.,Administrative Offices
my attandance record has an incorrect total after the latest update.,Academic
"This is getting difficult, the lecture room lights is producing a strong smell and needs maintenance. pleas inspect the area and take the necessary action.",Maintenance & Facilities
Im writing regarding the classroom fan has loose parts that may cause an accident. The condition is affecting normal use of the area. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the problem and restore the facility.,Maintenance & Facilities
There seems to be an issue with the migration certificate is causing difficulty with another university process. I have already checked this more than once. Please resolve the issue without further unnecessary delay.,Administrative Offices
the registrar application has not been forwarded to the concerned office. Kindly review the documents and process the request.,Administrative Offices
"This is getting difficult, i am writing regarding my roommate issue is making it difficult to stay in the room. I have already checked this more than once. Please ask the hostel administration to resolve it.",Hostel/Provost Office
"There is a problemm with the final exam result is creating a clash with another registered course. I already contacted the relevant teacher but the record is unchanged. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please update the record according to the submitted documents.",Academic
"the hostel cleaning schedule is causing unnecessary difficulty at night. Please check the hostel record for my earlier complaint. Because the issue is still unresolved, it is now affecting my normal university work. I request the Provost Office to look into this matter.",Hostel/Provost Office
course registration is different from what appears on the departmental notice. Could the concerned office please confirm the correct status?,Academic
I want to report that the campus network doesnt send the verification message. I have already checked this more than once. Please resolve the technical problm before the deadline.,IT Services
Please check why the biometric attendance machine is extremely slow during class hours. Other university websites are opening normally. The IT team is requested to inspect and correct this.,IT Services
the hostel WiFi complaint record has not been resolved after repeated reporting.,Hostel/Provost Office
There seems to be an issue with the biometric attendance machine is not detecting the connected device. I reported this earlier to the IT desk but it is still unresolved. Please investigate the error and update the service.,IT Services
There seems to be an issue with the admission fee recrod shows an incorrect amount. I have already visited the concerned office more than once. Please resolve the issue without further unnecessary delay.,Administrative Offices
"Hi, the password reset service is not connected to the campus network. Restarting the device did not solve the issue. I request technical support for this issue.",IT Services
I am facing an issue because the classroom windows needs urgent cleaning and maintenance. The problem is now affecting more than one class. pls check the problem and restore the facility.,Maintenance & Facilities
I want to bring this issue to your attention: the password reset service has not been restored after an earlier complaint. I request technical support for this issue.,IT Services
the lecture desk has been left unrepaired since last week. Please check the problem and restore the facility.,Maintenance & Facilities
the common room has not been updated in the hostel record. The problm is especially difficult during evening hours. Please resolve this hostel-related problem soon.,Hostel/Provost Office
the classroom fan is making a loud noise throughout lectures. Please check the problem and restore the facility.,Maintenance & Facilities
the registered credit hours was uploaded late and now I cannot complete the next process. I have checked the portal more than once and the same problem remains. Could the concerned office please confirm the correct status?,Academic
I need help because the hostel water supply is not being handled according to the hostel procedure. The condition has been causing inconvenience for several days. Please resolve this hostel-related problem soon.,Hostel/Provost Office
"Please help, i want to bring this issue to your attention: the laboratory ventilation keeps stopping and starting. The facility is currently difficult to use safely. Please have this facility repaired or replaced.",Maintenance & Facilities
Could you please look into this: the lecture desk is leaking and making the floor wet. The facility is currently difficult to use safely. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please inspect the area and take the necessary action.,Maintenance & Facilities
the assignment grade still shows the old information after correction. The supporting document was submitted at the department office. Kindly investigate the discrepancy and make the required correction.,Academic
Could you pleas look into this: the department elevator is overflowing during busy hours. I have already checked this more than once. Please check the problem and restore the facility.,Maintenance & Facilities
"I would like to complain that the practical marks was uploaded late and now I cannot complete the next process. I submitted the required application before the deadline. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please verify the record and correct it.",Academic
"Sir please check, my attendance record was not accepted even though I met the deadline. Because of this error, I am unable to proceed with the next academic step. Because the issue is still unresolved, it is now affecting my normal university work. Please review this issue and update the academic record.",Academic
I would like to complain that the migration certificate has been pending without any clear update. I have kept a copy of the submitted form and payment receipt. The concerned office is requested to check and complete this matter.,Administrative Offices
